书目ID,题名,责任者,ISBN,价格（元）,出版社,出版年,分类号,索书号,复本数
64236,诗洞庭,岳阳市诗歌学会主编,978-7-5143-4917-7,CNY35.00,现代出版社,2016,I12,,
64235,东山集,潘龙文著,978-7-106-04515-9,CNY45.00,中国电影出版社,2016,I217.62,,
64234,抱孙,老舍著,978-7-5034-8747-7,CNY35.00,中国文史出版社,2017,I246.7,,
64233,上班前神奇3小时,伍春林著,978-7-201-10492-8,CNY33.00,天津人民出版社,2016,C935-49,,
64232,彭德怀三线岁月,王春才著,978-7-5034-4170-7,CNY38.00,中国文史出版社,2013,K825.2=73,,
64231,草民的抗战,谢维衡著,978-7-5034-5542-1,CNY49.80,中国文史出版社,2015,I253,,
64230,玫瑰与紫杉,(英) 阿加莎·克里斯蒂著,978-7-5321-5518-7,CNY29.00,上海文艺出版社,2014,I561.45,,
64229,生活没那么累， 幸福没那么贵,杜鹃华编著,978-7-5113-3724-5,CNY25.00,中国华侨出版社,2013,B82-49,,
64228,往阳光多处走,吴淡如著,978-7-5108-3682-4,CNY28.00,九州出版社,2015,B821-49,,
64227,天随吾心蓝,成都市龙泉驿区作家协会编,978-7-5143-4427-1,CNY38.00,现代出版社,2016,I267,,
64226,此岸彼岸·沈醉和他的妻儿们,沈美娟著,978-7-5034-4155-4,CNY28.00,中国文史出版社,2014,I253,,
64225,高地,徐贵祥著,978-7-5034-8520-6,CNY49.80,中国文史出版社,2017,I247.52,,
64224,天窗,李长春著,978-7-5034-8537-4,CNY38.00,中国文史出版社,2017,I267,,
64223,孝经译注,侯仰军译注,978-7-5034-3239-2,CNY12.00,中国文史出版社,2012,B823.1,,
64222,战地莺花录,李涵秋著,978-7-5034-7134-6,CNY58.00,中国文史出版社,2016,I246.47,,
64221,谍影迷城,李惠泉著,978-7-5034-8340-0,CNY39.80,中国文史出版社,2017,I247.56,,
64220,碟中谍,韩春萌著,978-7-5034-7743-0,CNY52.00,中国文史出版社,2017,D526-49,,
64219,罗荣恒元帅功著山东,中共济南市委党史研究室， 济南市文学艺术界联合会编,978-7-5034-6209-2,CNY32.00,中国文史出版社,2015,K825.2=72,,
64218,你是怎么想的,李晓梅著,978-7-5034-4936-9,CNY28.00,中国文史出版社,2014,I267,,
64217,给我一条美美的路,XL girls作品,978-7-5086-5102-6,CNY39.80,中信出版社,2015,I267.4,,
64216,梁启超新民说,梁启超原著,978-7-5034-4071-7,CNY36.00,中国文史出版社,2013,D602-53,,
64215,八条汉子和两个女兵,墨村著,978-7-5510-0050-5,CNY23.80,文心出版社,2013,I247.82,,
64214,南漂,割鹿侯著,978-7-5034-8193-2,CNY38.00,中国文史出版社,2017,I247.57,,
64213,迟开的牡丹花,季永康著,978-7-5034-3684-0,CNY38.00,中国文史出版社,2013,I267,,
64212,新编党务办公室文秘写作与规范处理全书,张浩编著,978-7-5034-8683-8,CNY49.80,中国文史出版社,2017,D262.2,,
64211,平民元首,苏翔天著,978-7-5034-4932-1,CNY35.80,中国文史出版社,2014,K827=6,,
64210,新编机关秘书工作实务全书,张浩编著,978-7-5034-8678-4,CNY49.80,中国文史出版社,2017,D630.1,,
64209,楚汉,邓海南著,978-7-5034-5005-1,CNY45.00,中国文史出版社,2014,I247.53,,
64208,若水穿尘,福泉市作家协会主编,978-7-5402-4113-1,CNY22.80,北京燕山出版社,2016,I217.2,,
64207,永不放弃的灵魂,嬴春衣著,978-7-201-08752-8,CNY32.80,天津人民出版社,2014,B848.4,,
64206,小扬州志,刘云若著,978-7-5034-8436-0,CNY49.80,中国文史出版社,2017,I246.47,,
64205,桃花源,朱新明著,978-7-5034-8251-9,CNY39.80,中国文史出版社,2017,I247.57,,
64204,九片之瓦,冯杰著,978-7-5063-8481-0,CNY45.00,作家出版社,2016,I267,,
64203,粉墨筝琶,刘云若著,978-7-5034-8440-7,CNY65.00,中国文史出版社,2017,I246.47,,
64202,草根之魂,作者王维颐,978-7-5034-4333-6,CNY38.00,中国文史出版社,2014,I247.53,,
64201,背锅人,徐贵祥领创,978-7-5060-8762-9,CNY45.00,东方出版社,2016,I247.57,,
64200,西边的云彩,赵新义著,978-7-5034-5205-5,CNY32.00,中国文史出版社,2015,K291-49,,
64199,别在最能吃苦的岁月选择安逸,冷然， 谢小丁著,978-7-5104-5619-0,CNY32.80,新世界出版社,2016,I267,,
64198,红宅谜案,(英) A.A. 米尔恩著,978-7-02-012312-4,CNY35.00,人民文学出版社,2017,I561.45,,
64197,一个女人的幸福时光,阿琪著,978-7-5104-4382-4,CNY32.00,新世界出版社,2013,B844.5-49,,
64196,念念岁月,梁琳著,978-7-5402-4139-1,CNY29.90,北京燕山出版社,2016,I267,,
64195,书卷多情似故人,倪雪君选编,978-7-5615-5554-5,CNY29.80,厦门大学出版社,2015,I266.1,,
64194,旧事新知风雨声,倪雪君选编,978-7-5615-5581-1,CNY29.80,厦门大学出版社,2015,I266.1,,
64193,幸福时光,李国强著,978-7-5143-4986-3,CNY42.00,现代出版社,2016,I227.1,,
64192,青衣风月,红酒,978-7-5500-1056-7,CNY29.80,百花洲文艺出版社,2016,I247.82,,
64191,谁说老虎不吃人,邵火焰,978-7-5500-0811-3,CNY29.80,百花洲文艺出版社,2016,I247.82,,
64190,安静的面纱,高低著,978-7-5502-7186-9,CNY29.80,北京联合出版公司,2016,I247.59,,
64189,凶鸟·忌讳之物,三津田信三,978-7-5463-5226-8,CNY59.80,吉林出版集团有限责任公司,2011,I313.456,,
64188,我不愿让你一个人,猫语猫寻著,978-7-5430-8975-4,CNY32.80,武汉出版社,2015,I267.1,,
64187,独行女,(美) 海伦·麦克洛伊著,978-7-5463-4895-7,CNY46.80,吉林出版集团有限责任公司,2011,I712.45,,
64186,生如夏花,(印) 泰戈尔著,978-7-5104-6055-5,CNY39.80,新世界出版社,2016,H319.4:I351.25,,
64185,失意纪念馆,金仁顺作品,978-7-5104-6018-0,CNY36.00,新世界出版社,2016,I267,,
64184,田园的微笑,蔡志忠著,978-7-5143-4241-3,CNY28.00,现代出版社,2016,B825-49,,
64183,自然箫声的微笑,蔡志忠著,978-7-5143-4370-0,CNY38.00,现代出版社,2016,B223.52,,
64182,明天过得怎么样， 取决于今天的你怎么做,三公子著,978-7-5143-3367-1,CNY36.00,现代出版社,2016,B848.4-49,,
64181,人间失格,(日) 太宰治著,978-7-5143-4640-4,CNY26.00,现代出版社,2016,I313.45,,
64180,开悟者的微笑,蔡志忠著,978-7-5143-4242-0,CNY33.00,现代出版社,2016,J228.2,,
64179,几季梦深,王小敏著,978-7-5190-1811-5,CNY38.00,中国文联出版社,2016,I227,,
64178,桑梓有灵,王才兴著,978-7-5190-1607-4,CNY35.00,中国文联出版社,2016,I247.57,,
64177,爱情， 一种草率的感情,(德) 理查德·戴维·普列希特著,978-7-5461-4338-5,CNY35.00,黄山书社,2014,C913.1-49,,
64176,人人都可长寿,(日) 太田成男著,978-7-5143-4570-4,CNY28.00,现代出版社,2015,R161.7,,
64175,稻盛和夫的商圣之路,王紫芦著,978-7-5143-5375-4,CNY35.00,现代出版社,2017,I313.45,,
64174,心若淡定 便是优雅,张其姝著,978-7-5143-4736-4,CNY32.80,现代出版社,2016,I267.1,,
64173,生如夏花,(印) 泰戈尔著,978-7-5104-6054-8,CNY39.80,新世界出版社,2016,H319.4:I351.25,,
64172,黑天鹅诗经,邢涛著,978-7-5194-2175-5,CNY58.00,光明日报出版社,2016,I227,,
64171,思想录,(美) 约翰·多诺修著,978-7-5104-6010-4,CNY32.00,新世界出版社,2016,B821-49,,
64170,沙滩船长,(巴西) 若热·亚马多著,978-7-5461-4722-2,CNY29.80,黄山书社,2014,I777.45,,
64169,再见， 总有一天,(日)辻仁成著,978-7-5321-5256-8,CNY26.00,上海文艺出版社,2014,I313.45,,
64168,一个鲍米涅人,(法) 让·吉奥诺著,978-7-5321-5297-1,CNY20.00,上海文艺出版社,2014,I565.45,,
64167,我们一起毕业,乔立著,978-7-5034-4082-3,CNY29.80,中国文史出版社,2013,I247.59,,
64166,手机,(美) 斯蒂芬·金著,978-7-02-011173-2,CNY48.00,人民文学出版社,2016,I712.45,,
64165,哲学的故事,杜兰特著,978-7-80232-929-4,CNY39.80,时事出版社,2016,B1-49,,
64164,他只是想让我陪在他身边,孟祥宁著,978-7-5468-1286-1,CNY28.00,敦煌文艺出版社,2016,I247.57,,
64163,山顶洞人,凌翼著,978-7-5468-0958-8,CNY38.00,敦煌文艺出版社,2016,I247.7,,
64162,像南瓜一样默默长大,吴梦静著,978-7-5468-1272-4,CNY28.00,敦煌文艺出版社,2016,I267,,
64161,诗意地生活,夏子著,978-7-5511-2761-5,CNY42.00,花山文艺出版社,2016,I267,,
64160,原路返回,骆驼,978-7-5500-1035-2,CNY29.80,百花洲文艺出版社,2016,I247.82,,
64159,平底锅的爱情,彤子,978-7-5500-0805-2,CNY29.80,百花洲文艺出版社,2016,I247.82,,
64158,苦水玫瑰,赵文辉,978-7-5500-0796-3,CNY29.80,百花洲文艺出版社,2016,I247.82,,
64157,小城有家羊肉铺,吴刘维著,978-7-5468-0984-7,CNY38.00,敦煌文艺出版社,2015,I247.7,,
64156,大江户八百八町,(日) 石川英辅主编,978-7-5463-4063-0,CNY56.80,吉林出版集团有限责任公司,2011,K893.13,,
64155,图解特效指压疗法,李杰， 王信惠编著,978-7-5352-7429-8,CNY36.00,湖北科学技术出版社,2015,R245.9-64,,
64154,印痕,无茗沚著,978-7-5190-1888-7,CNY29.00,中国文联出版社,2016,I267,,
64153,磁心石,渠县诗歌协会编,978-7-5190-2325-6,CNY50.00,中国文联出版社,2016,I227,,
64152,教师转化学困生的有效策略,姜桂洋编著,978-7-5169-0771-9,CNY38.00,华龄出版社,2016,G635.5,,
64151,沂蒙之花,付素珍著,978-7-5190-1229-8,CNY48.00,中国文联出版社,2016,I247.57,,
64150,图解偏方秘方,李杰， 王信惠编著,978-7-5352-7428-1,CNY36.00,湖北科学技术出版社,2015,R289.5,,
64149,我的生活,刘阳著,978-7-5468-1031-7,CNY38.00,敦煌文艺出版社,2016,I267,,
64148,武夷春深,李龙年主编,978-7-5190-1406-3,CNY32.00,中国文联出版社,2016,I267,,
64147,2016中国年度作品,付秀莹主编,978-7-5143-5440-9,CNY39.80,现代出版社,2017,I217.61,,
64146,栀子开时正青春,封尘著,978-7-5468-1312-7,CNY28.00,敦煌文艺出版社,2016,I267,,
64145,爱情魔鬼心理学,裸心子著,978-7-5474-1844-4,CNY43.80,山东画报出版社,2016,C913.1-49,,
64144,太阳花,,978-7-5190-1812-2,CNY46.00,中国文联出版社,2016,I227.1,,
64143,萧声咽,丁天著,978-7-5468-0965-6,CNY38.00,敦煌文艺出版社,2015,I247.7,,
64142,隐形圈,(法) 保罗·霍尔特著,978-7-5463-5142-1,CNY38.00,吉林出版集团有限责任公司,2011,I565.45,,
64141,天下城,叶楷译,978-7-5463-8049-0,CNY43.80,吉林出版集团有限责任公司,2012,I313.45,,
64140,一家门口一方天,刘正权,978-7-5500-0782-6,CNY29.80,百花洲文艺出版社,2016,I247.82,,
64139,遇上你是我的缘,雨瑞,978-7-5500-0804-5,CNY29.80,百花洲文艺出版社,2016,I247.82,,
64138,一的悲剧,(日) 法月纶太郎,978-7-5463-8579-2,CNY45.80,吉林出版集团有限责任公司,2012,I313.45,,
64137,丹下左膳·百万两之壶,长谷川海太郎,978-7-5463-6066-9,CNY36.80,吉林出版集团有限责任公司,2011,I313.45,,
64136,天下城,宋嘉淇译,978-7-5463-8048-3,CNY43.80,吉林出版集团有限责任公司,2012,I313.45,,
64135,再见了， 德彪西,中山七里,978-7-5463-4890-2,CNY46.80,吉林出版集团有限责任公司,2011,I313.45,,
64134,爱情博弈,浩晨·天宇编著,978-7-5171-2205-0,CNY39.80,中国言实出版社,2017,C913.1-49,,
64133,为自己而工作,孟令玮编著,978-7-5171-2208-1,CNY39.80,中国言实出版社,2017,B026-49,,
64132,康熙传,胡泽编著,978-7-5511-2525-3,CNY34.00,花山文艺出版社,2016,K827=49,,
64131,记忆柘荣,周贻海， 褚缨主编,978-7-5190-0355-5,CNY45.00,中国文联出版社,2016,I267,,
64130,为了不能忘却的记忆,房格著,978-7-5104-5903-0,CNY49.80,新世界出版社,2016,J904,,
64129,世间已无胡适之,紫墨著,978-7-5104-5852-1,CNY32.00,新世界出版社,2016,K825.1=72,,
64128,丰臣秀吉,加藤广,978-7-5534-2791-1,CNY68.80,吉林出版集团有限责任公司,2014,I313.45,,
64127,孤宿之人,(日) 宫部美幸,978-7-5463-9023-9,CNY48.00,吉林出版集团有限责任公司,2012,I313.45,,
64126,真相,橫山秀夫,978-7-5463-4876-6,CNY39.80,吉林出版集团有限责任公司,2011,I313.45,,
64125,财富的极点,吴健著,978-7-80232-828-0,CNY32.00,时事出版社,2015,K835.160.9,,
64124,大汉天子 汉武帝,子衿著,978-7-80232-826-6,CNY29.00,时事出版社,2015,K827=341,,
64123,重新学话,高军,978-7-5500-0639-3,CNY29.80,百花洲文艺出版社,[201],I247.82,,
64122,太阳城,廖东明著,978-7-02-009812-5,CNY35.00,人民文学出版社,2013,I247.57,,
64121,喊魂,林汉筠著,978-7-5468-0968-7,CNY38.00,敦煌文艺出版社,2015,I267,,
64120,二的悲剧,法月纶太郎,978-7-5463-8580-8,CNY56.80,吉林出版集团有限责任公司,2012,I313.45,,
64119,照相本子,幾米[绘],978-7-5110-1168-8,CNY32.00,海豚出版社,2014,J228.2,,
64118,民风野趣幽然醉,倪雪君选编,978-7-5615-5580-4,CNY29.80,厦门大学出版社,2015,I266.1,,
64117,七步成就完美情人,辛晴编著,978-7-5404-4773-1,CNY22.80,湖南文艺出版社,2011,C913.1,,
64116,别让心理疲劳误了你,吕宁编著,978-7-5639-4961-8,CNY30.00,北京工业大学出版社,2016,R395.6-49,,
64115,读者文摘全集,孙泉主编,978-7-80232-530-2,CNY20.00,时事出版社,2012,I14,,
64114,厌魅·附体之物,三津田信三,978-7-5463-5220-6,CNY76.00,吉林出版集团有限责任公司,2011,I313.45,,
64113,告别曾经弱小 你要内心强大,石勇著,978-7-5496-1662-6,CNY36.80,文汇出版社,2016,B848.4-49,,
64112,赶考,李春雷著,978-7-5142-1485-7,CNY32.00,文化发展出版社,2016,I25,,
64111,房客,(英) 玛丽·贝洛克·朗兹著,978-7-02-012314-8,CNY35.00,人民文学出版社,2017,I561.45,,
64110,丰子恺散文,,978-7-02-009885-9,CNY30.00,人民文学出版社,2008,I267,,
64109,生活再难都是对的， 拼到想哭也就笑了,米德著,978-7-5020-5585-1,CNY36.00,煤炭工业出版社,2017,B821-49,,
64108,海子的诗,海子著,978-7-02-009150-8,CNY29.00,人民文学出版社,1995,I227.1,,
64107,阿纳丝塔夏,(俄) 弗拉狄米尔·米格烈著,978-7-5153-4143-9,CNY35.00,中国青年出版社,2016,I512.45,,
64106,芦花， 快跑,长歌著,978-7-5059-9873-5,CNY26.80,中国文联出版社,2015,I247.59,,
64105,不抱怨的世界,徐晓峰著,978-7-5168-0996-9,CNY35.00,台海出版社,2016,B821-49,,
64104,有时心动,苏素著,978-7-5500-1551-7,CNY28.00,百花洲文艺出版社,2015,I247.57,,
64103,卡耐基的魅力口才学全集,文轩编著,978-7-5511-2790-5,CNY35.00,花山文艺出版社,2016,H019-49,,
64102,西方美学史,朱光潜著,7-02-003745-3,CNY28.00,人民文学出版社,1979,B83-095,,
64101,想你的时候 抬头微笑,雷智华著,978-7-5168-0942-6,CNY35.00,台海出版社,2016,I267,,
64100,女人 愿这个世界温柔以待,黎溪淳著,978-7-5168-0944-0,CNY35.00,台海出版社,2016,B821-49,,
64099,人性的弱点,(美) 卡耐基著,978-7-5472-3167-8,CNY35.00,吉林文史出版社,2016,C912.11-49,,
64098,你看我是谁,刘国芳著,978-7-5183-1438-6,CNY30.00,石油工业出版社,2016,I247.82,,
64097,单身恋习题,旷文溱著,978-7-5126-1691-2,CNY29.80,团结出版社,2013,C913.1,,
64096,多主语的亚洲,(日) 杉浦康平著,978-7-5153-4235-1,CNY86.00,中国青年出版社,2016,I313.65,,
64095,关于青春的另一种可能,狄菲作品,978-7-5472-3581-2,CNY39.80,吉林文史出版社,2017,I247.7,,
64094,在无趣的时代活得有趣,周国平著,978-7-5153-3821-7,CNY35.00,中国青年出版社,2016,I267,,
64093,悲欢有时， 唯爱永恒,黑玛亚著,978-7-5153-3024-2,CNY35.00,中国青年出版社,2015,J905.1,,
64092,中国微经典,凌鼎年著,978-7-5183-1123-1,CNY32.00,石油工业出版社,2016,I247.82,,
64091,红楼梦的真故事,周汝昌著,978-7-5142-1322-5,CNY32.00,印刷工业出版社,2016,I207.411,,
64090,毕淑敏散文,,978-7-02-009892-7,CNY30.00,人民文学出版社,2009,I267,,
64089,越努力越成功,墨陌编著,978-7-5533-1326-9,CNY35.00,南京出版社,2016,B848.4-49,,
64088,警世通言,冯梦龙编,978-7-02-005159-5,CNY32.00,人民文学出版社,1956,I242.3,,
64087,第二个太阳,刘白羽著,978-7-02-009820-0,CNY29.00,人民文学出版社,1987,I247.51,,
64086,红拇指印,(英) R. 奥斯汀·弗里曼著,978-7-02-012301-8,CNY35.00,人民文学出版社,2017,I561.45,,
64085,白雪乌鸦,,978-7-02-009758-6,CNY28.00,人民文学出版社,2010,I247.57,,
64084,浴血罗霄,萧克著,978-7-02-009957-3,CNY26.00,人民文学出版社,2012,I247.52,,
64083,让我感谢你， 赠我空欢喜,曲行衣作品,978-7-5496-1227-7,CNY32.00,文汇出版社,2014,C913.1,,
64082,水乳大地,范稳著,978-7-02-009364-9,CNY32.00,人民文学出版社,2004,I247.57,,
64081,日瓦戈医生,(苏联) 鲍·帕斯捷尔纳克著,978-7-02-009239-0,CNY29.00,人民文学出版社,2013,I512.45,,
64080,人性的光辉,(美) 戴尔·卡耐基著,978-7-5057-3225-4,CNY25.00,中国友谊出版公司,2013,K837.127=41,,
64079,实用胎教图文百科,李智编著,978-7-5337-5694-9,CNY32.80,安徽科学技术出版社,2013,G610.8,,
64078,坚持， 总能遇见更好的自己,高轶飞编著,978-7-5113-5641-3,CNY32.00,中国华侨出版社,2016,B848.4,,
64077,一眼抵过万千爱,徐昌才著,978-7-5142-1523-6,CNY35.00,文化发展出版社,2016,I207.23,,
64076,语言的魅力,郝铭智著,978-7-5068-5484-9,CNY36.00,中国书籍出版社,2016,H019-49,,
64075,那些年， 花开正当时,阙上心头著,978-7-5171-0538-1,CNY32.80,中国言实出版社,2014,I247.57,,
64074,孔雀羽谋杀案,(美) 约翰·狄克森·卡尔著,978-7-5463-3853-8,CNY45.80,吉林出版集团有限责任公司,2010,I712.45,,
64073,索命时钟,(美) 约翰·狄克森·卡尔著,978-7-5463-4438-6,CNY49.80,吉林出版集团有限责任公司,2011,I712.45,,
64072,在光里奔跑,武稚著,978-7-5068-5221-0,CNY49.80,中国书籍出版社,2016,I227,,
64071,伪证,一翎著,978-7-5057-3196-7,CNY29.80,中国友谊出版公司,2013,I247.57,,
64070,醉倒在中国古代的情诗里,邓秀珍编著,978-7-5513-0587-7,CNY29.80,太白文艺出版社,2013,I222,,
64069,金瓯缺,徐兴业著,978-7-5559-0308-6,CNY188.00 (4册),河南文艺出版社,2016,I247.53,,
64068,我的经济适用女,人海中著,978-7-5172-0141-0,CNY28.00,大众文艺出版社,2013,I247.57,,
64067,哈克贝利·费恩历险记,(美) 马克·吐温著,978-7-02-007160-9,CNY16.00,人民文学出版社,1989,I712.84,,
64066,徐志摩散文,,978-7-02-009886-6,CNY30.00,人民文学出版社,2007,I266,,
64065,从清晨到日暮,弋舟著,978-7-5154-0523-0,CNY28.00,当代中国出版社,2015,I267,,
64064,原来， 你也在这里,张军霞著,978-7-5168-0995-2,CNY38.00,台海出版社,2016,I267,,
64063,天堂里的故事,叶子著,978-7-5190-2100-9,CNY48.00,中国文联出版社,2016,I247.57,,
64062,精进自己， 成为一个厉害的人,杜歌著,978-7-5496-1856-9,CNY32.80,文汇出版社,2016,B848.4,,
64061,青春饭 我们都爱重口味,小宽著,978-7-5112-3372-1,CNY28.00,光明日报出版社,2012,I267.1,,
64060,中国古代识人术,张平编著,978-7-5075-3857-1,CNY26.00,华文出版社,2013,C912.11,,
64059,鸟镇,马治权著,978-7-5190-2192-4,CNY38.00,中国文联出版社,2016,I247.57,,
64058,桃花债,大风刮过作品,978-7-5190-1123-9,CNY36.00,中国文联出版社,2016,I247.59,,
64057,唱不尽的锦瑟流年,颖玥著,978-7-5068-4021-7,CNY26.00,中国书籍出版社,2014,K825.78=73,,
64056,我们拥有什么,喻军华著,978-7-5126-4640-7,CNY48.00,团结出版社,2016,I247.7,,
64055,成功从勤奋开始,浩晨·天宇编著,978-7-5171-2187-9,CNY39.80,中国言实出版社,2017,B848.4,,
64054,爱就是不断地忘却和遇见,陈晓辉， 一路开花主编,978-7-5020-4959-1,CNY28.00,煤炭工业出版社,2015,I267,,
64053,红星,北京晚报著,978-7-5477-2383-8,CNY68.00,北京日报出版社,2016,J421.8,,
64052,幸福蔬食,杨桃美食编辑部主编,978-7-5537-6204-3,CNY45.00,江苏凤凰科学技术出版社,2016,TS972.123-64,,
64051,国学常识,主编丹彤,978-7-5537-4222-9,CNY68.00,江苏凤凰科学技术出版社,2016,Z126-49,,
64050,水上听华音,中国国家大剧院著,978-7-5477-1560-4,CNY238.00,北京日报出版社,2016,K825.7=76,,
